type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
SHOW,2019,42,3,1,6.510860655737705,23439.382473841553,1.568,9.0
MOVIE,2020,90,2,1,6.510860655737705,23439.382473841553,0.908,6.829174760787145
MOVIE,2019,109,2,1,7.1,32.0,22.6379253956843,6.829174760787145
MOVIE,2019,24,3,1,4.8,57.0,2.865,6.0
MOVIE,2019,23,2,1,6.510860655737705,23439.382473841553,2.308,7.0
MOVIE,2019,74,2,2,6.6,111.0,1.517,6.0
MOVIE,2020,150,4,1,7.6,37528.0,10.329,7.5
MOVIE,2019,131,1,1,8.3,1045.0,1.915,7.6
MOVIE,2020,24,1,1,6.510860655737705,23439.382473841553,2.7,6.5
MOVIE,2019,63,1,1,4.7,306.0,2.06,6.6
MOVIE,2019,104,2,1,4.4,1764.0,3.102,4.2
MOVIE,2019,94,5,1,5.6,535.0,14.932,6.1
MOVIE,2019,45,3,1,6.510860655737705,23439.382473841553,3.056,6.4
MOVIE,2019,68,1,1,7.0,362.0,4.076,8.0
MOVIE,2019,76,2,1,6.510860655737705,23439.382473841553,1.237,6.829174760787145
SHOW,2019,36,1,1,6.6,361.0,1.289,10.0
MOVIE,2019,104,1,1,7.2,276.0,2.69,9.3
MOVIE,2019,98,1,1,6.0,232.0,2.263,8.4
MOVIE,2019,37,1,2,6.510860655737705,23439.382473841553,2.791,6.8
MOVIE,2019,29,1,2,6.5,145.0,2.511,6.6
MOVIE,2020,100,2,1,3.8,471.0,5.945,7.5
MOVIE,2019,107,3,1,6.5,36.0,1.223,6.829174760787145
MOVIE,2019,103,2,1,5.6,361.0,2.383,5.0
MOVIE,2019,102,4,1,6.1,86.0,22.6379253956843,6.829174760787145
MOVIE,2020,120,3,1,3.2,322.0,22.6379253956843,6.829174760787145
SHOW,2019,40,2,1,6.8,17.0,3.237,10.0
MOVIE,2019,133,2,1,5.1,74.0,0.999,6.0
MOVIE,2020,61,4,1,5.9,47.0,2.448,1.0
MOVIE,2019,104,1,1,5.5,1655.0,3.176,6.4
MOVIE,2020,59,2,1,6.0,6.0,0.67,6.829174760787145
MOVIE,2019,108,3,1,4.5,423.0,2.423,7.5
MOVIE,2020,102,3,1,5.7,1075.0,8.354,7.6
MOVIE,2020,40,1,1,6.510860655737705,23439.382473841553,4.306,7.4
MOVIE,2019,92,2,2,5.3,273.0,4.274,5.2
MOVIE,2019,90,2,1,4.5,615.0,22.6379253956843,6.829174760787145
MOVIE,2019,92,2,1,7.0,558.0,2.626,7.1
MOVIE,2019,119,2,1,7.1,888.0,2.803,6.9
MOVIE,2019,62,1,1,6.510860655737705,23439.382473841553,0.619,6.829174760787145
MOVIE,2019,141,2,1,7.2,970.0,1.87,6.2
MOVIE,2020,97,3,1,6.510860655737705,23439.382473841553,0.981,6.829174760787145
MOVIE,2019,82,1,1,7.5,62.0,0.896,7.0
MOVIE,2019,108,1,1,7.7,1211.0,1.578,7.0
MOVIE,2019,39,1,2,5.0,45.0,8.087,6.4
MOVIE,2020,60,1,1,7.3,75.0,1.859,4.7
MOVIE,2019,112,1,1,6.7,869.0,1.86,7.1
MOVIE,2019,135,1,1,7.3,557.0,2.967,6.1
MOVIE,2019,90,1,1,4.3,173.0,8.017,6.9
MOVIE,2019,181,2,1,6.8,747.0,2.346,7.3
MOVIE,2019,92,1,1,6.510860655737705,23439.382473841553,1.773,5.0
MOVIE,2019,61,1,1,6.3,111.0,2.359,6.8
MOVIE,2020,104,3,1,6.9,311.0,2.063,7.5
MOVIE,2020,26,1,1,6.510860655737705,23439.382473841553,1.028,5.0
MOVIE,2019,133,2,1,7.6,1231.0,2.903,7.2
MOVIE,2020,23,1,1,6.510860655737705,23439.382473841553,2.41,10.0
MOVIE,2020,22,6,1,6.1,61.0,1.52,8.7
MOVIE,2019,54,1,1,5.7,50.0,2.2,6.3
MOVIE,2020,94,2,1,6.4,3174.0,7.071,6.5
MOVIE,2019,96,1,1,6.510860655737705,23439.382473841553,1.906,7.2
MOVIE,2019,10,1,1,6.510860655737705,23439.382473841553,2.344,5.5
MOVIE,2019,45,1,1,6.510860655737705,23439.382473841553,0.72,6.0
MOVIE,2019,100,2,1,6.2,151.0,1.325,5.3
MOVIE,2020,72,1,1,7.1,255.0,1.388,6.7
MOVIE,2019,108,3,1,5.5,272.0,3.741,4.6
MOVIE,2019,124,2,1,5.7,273.0,2.559,7.0
MOVIE,2019,60,2,1,6.5,1157.0,5.362,7.1
MOVIE,2020,126,2,1,5.2,5.0,0.939,6.829174760787145
MOVIE,2019,128,3,1,7.3,45.0,1.295,8.5
MOVIE,2019,81,2,1,2.5,12.0,2.23,8.5
MOVIE,2020,91,1,1,4.6,105.0,4.115,6.2
MOVIE,2019,23,1,2,6.2,29.0,2.472,6.3
MOVIE,2020,86,3,1,4.7,205.0,3.639,6.2
MOVIE,2019,84,1,4,6.8,42.0,1.61,6.829174760787145
MOVIE,2020,129,3,1,6.3,1592.0,2.453,5.6
MOVIE,2019,21,1,1,6.510860655737705,23439.382473841553,3.349,5.8
MOVIE,2019,66,4,2,5.1,74.0,3.193,4.0
MOVIE,2020,85,3,1,5.9,52.0,0.6,6.829174760787145
MOVIE,2019,105,2,1,5.0,33.0,0.604,6.829174760787145
MOVIE,2020,93,1,1,6.6,28.0,0.865,6.829174760787145
MOVIE,2020,110,3,1,4.7,1261.0,2.534,3.6
MOVIE,2020,15,2,1,7.4,19.0,0.6,6.829174760787145
MOVIE,2019,79,3,1,6.510860655737705,23439.382473841553,0.89,10.0
MOVIE,2019,96,1,1,5.4,119.0,2.213,5.7
MOVIE,2019,6,2,4,6.510860655737705,23439.382473841553,1.017,6.0
MOVIE,2020,114,1,1,6.510860655737705,23439.382473841553,1.91,4.0
MOVIE,2019,88,1,1,7.3,99.0,1.499,5.7
MOVIE,2019,92,3,1,5.2,840.0,1.097,6.0
MOVIE,2019,134,1,1,6.9,673.0,1.277,8.0
MOVIE,2020,74,3,1,7.8,14.0,1.215,6.829174760787145
SHOW,2020,28,1,1,6.4,112.0,1.532,5.5
MOVIE,2020,93,2,1,6.5,132.0,22.6379253956843,6.829174760787145
MOVIE,2020,44,1,1,6.510860655737705,23439.382473841553,0.623,6.829174760787145
MOVIE,2019,65,1,1,4.5,25.0,1.703,6.829174760787145
SHOW,2019,47,1,1,6.510860655737705,23439.382473841553,0.606,6.829174760787145
MOVIE,2020,25,1,2,6.510860655737705,23439.382473841553,3.052,7.6
MOVIE,2020,118,1,1,6.510860655737705,23439.382473841553,3.108,6.0
MOVIE,2019,80,1,1,6.510860655737705,23439.382473841553,1.399,6.829174760787145
MOVIE,2020,94,2,1,5.5,1041.0,2.554,6.829174760787145
SHOW,2019,46,3,1,7.9,18.0,5.114,10.0
MOVIE,2019,53,1,1,5.7,54.0,1.235,5.9
MOVIE,2019,114,2,1,7.2,188.0,2.141,8.0
MOVIE,2020,94,1,1,6.510860655737705,23439.382473841553,3.285,7.0
MOVIE,2020,100,1,1,4.1,478.0,6.093,7.2
MOVIE,2020,123,1,1,8.4,1416.0,1.424,9.1
MOVIE,2019,110,2,1,5.1,137.0,1.69,4.0
MOVIE,2019,61,1,1,6.5,103.0,1.513,7.5
MOVIE,2020,15,1,3,6.510860655737705,23439.382473841553,1.447,6.829174760787145
MOVIE,2020,77,1,1,5.9,197.0,2.333,8.0
MOVIE,2019,71,1,1,6.510860655737705,23439.382473841553,1.603,7.8
SHOW,2019,30,2,1,7.8,44.0,3.2,9.5
MOVIE,2019,133,2,1,7.2,412.0,1.938,7.0
SHOW,2020,26,2,1,5.5,116.0,1.852,6.829174760787145
MOVIE,2019,120,2,1,6.510860655737705,23439.382473841553,1.515,7.0
MOVIE,2019,74,2,1,6.9,489.0,2.006,6.1
MOVIE,2019,95,2,1,5.0,60.0,1.272,10.0
MOVIE,2020,120,1,1,6.7,32.0,0.6,6.829174760787145
MOVIE,2019,112,2,1,6.7,129.0,16.787,8.0
MOVIE,2019,24,2,1,5.9,37.0,2.494,5.0
SHOW,2020,40,2,1,7.7,186.0,3.843,8.5
MOVIE,2020,93,1,1,5.7,103.0,0.84,6.0
MOVIE,2019,75,3,3,6.1,382.0,2.003,5.5
MOVIE,2020,83,2,1,3.2,141.0,3.963,6.5
SHOW,2019,34,1,1,6.5,112.0,1.4,8.5
MOVIE,2020,119,2,1,6.8,43.0,2.103,6.829174760787145
MOVIE,2020,57,1,1,6.510860655737705,23439.382473841553,0.66,6.829174760787145
MOVIE,2020,96,2,1,6.8,209.0,4.812,7.3
SHOW,2020,7,2,1,7.2,36.0,0.648,6.829174760787145
MOVIE,2019,107,2,2,6.2,173.0,1.939,4.0
MOVIE,2019,103,2,1,6.6,466.0,1.6,6.8
MOVIE,2020,33,1,1,6.510860655737705,23439.382473841553,2.429,8.0
MOVIE,2020,72,1,1,7.1,969.0,2.638,6.1
SHOW,2020,17,2,1,4.3,237.0,1.598,8.0
MOVIE,2020,104,2,1,6.510860655737705,23439.382473841553,1.597,3.0
MOVIE,2020,86,1,1,4.7,93.0,3.168,5.8
SHOW,2019,46,1,1,7.2,50.0,0.675,6.829174760787145
MOVIE,2019,88,2,1,6.3,377.0,10.225,6.3
MOVIE,2020,84,1,3,6.6,236.0,1.177,7.0
MOVIE,2019,130,2,1,7.6,203.0,1.015,8.0
MOVIE,2020,105,1,1,5.0,158.0,1.801,5.5
MOVIE,2019,50,1,1,6.510860655737705,23439.382473841553,9.313,7.5
MOVIE,2019,54,1,1,6.1,75.0,4.044,6.5
MOVIE,2020,63,2,1,3.7,734.0,2.678,4.5
MOVIE,2020,104,2,1,3.3,18.0,0.994,6.829174760787145
MOVIE,2019,117,2,1,6.510860655737705,23439.382473841553,4.549,6.9
MOVIE,2019,62,1,1,6.510860655737705,23439.382473841553,1.383,5.8
MOVIE,2020,101,2,1,6.1,452.0,4.187,5.3
MOVIE,2019,80,3,1,6.510860655737705,23439.382473841553,1.708,6.1
MOVIE,2020,25,2,1,5.7,39.0,11.049,5.8
SHOW,2019,3,2,1,8.0,13.0,1.522,10.0
MOVIE,2019,39,1,1,6.510860655737705,23439.382473841553,0.65,6.829174760787145
MOVIE,2019,27,1,1,7.7,23439.382473841553,22.6379253956843,6.829174760787145
MOVIE,2020,47,1,1,6.510860655737705,23439.382473841553,1.28,1.0
MOVIE,2019,95,2,1,5.0,147.0,1.234,4.0
MOVIE,2019,113,1,1,4.8,184.0,3.565,6.1
MOVIE,2019,13,1,1,6.510860655737705,23439.382473841553,1.017,5.5
MOVIE,2020,14,1,1,6.510860655737705,23439.382473841553,0.961,3.5
MOVIE,2020,50,1,1,6.4,269.0,3.077,6.8
SHOW,2019,44,4,1,7.8,99.0,4.072,7.4
MOVIE,2020,100,1,1,6.510860655737705,23439.382473841553,1.603,6.829174760787145
MOVIE,2019,45,1,1,6.510860655737705,23439.382473841553,0.611,6.829174760787145
MOVIE,2019,29,1,1,6.510860655737705,23439.382473841553,0.665,6.829174760787145
MOVIE,2019,91,1,1,6.510860655737705,23439.382473841553,0.759,4.8
MOVIE,2020,87,3,1,6.510860655737705,23439.382473841553,1.307,10.0
MOVIE,2020,112,1,1,3.7,7499.0,2.482,3.8
MOVIE,2019,108,1,1,5.2,195.0,1.663,5.0
MOVIE,2019,94,2,1,6.6,457.0,1.706,5.9
MOVIE,2020,114,1,1,6.9,55.0,1.307,10.0
MOVIE,2019,95,1,1,5.6,506.0,3.134,5.6
MOVIE,2019,95,2,1,6.8,183.0,1.332,7.3
MOVIE,2019,35,1,1,6.510860655737705,23439.382473841553,1.997,5.5
MOVIE,2020,85,1,1,6.3,8.0,22.6379253956843,6.829174760787145
MOVIE,2020,87,1,1,6.510860655737705,23439.382473841553,0.6,6.829174760787145
MOVIE,2019,111,2,1,7.1,161.0,3.818,6.5
MOVIE,2020,18,2,1,6.510860655737705,23439.382473841553,2.174,6.2
SHOW,2019,33,1,1,6.510860655737705,23439.382473841553,0.809,8.0
MOVIE,2019,106,1,1,5.8,6.0,1.103,6.829174760787145
MOVIE,2019,89,1,1,5.2,26.0,2.294,6.5
SHOW,2020,24,1,1,6.510860655737705,23439.382473841553,0.6,6.829174760787145
MOVIE,2019,128,3,1,6.1,376.0,0.982,5.5
MOVIE,2020,130,2,1,6.510860655737705,23439.382473841553,3.075,8.1
MOVIE,2019,60,2,1,5.1,144.0,12.439,7.6
MOVIE,2019,94,1,4,6.1,244.0,0.796,6.0
SHOW,2019,0,1,1,6.510860655737705,23439.382473841553,2.431,8.0
MOVIE,2019,61,2,1,5.4,424.0,3.222,5.7
MOVIE,2020,51,1,1,6.510860655737705,23439.382473841553,0.619,6.829174760787145
MOVIE,2020,77,2,1,6.4,279.0,2.048,7.0
MOVIE,2019,90,2,1,7.0,76.0,1.506,8.0
MOVIE,2019,140,1,1,6.9,373.0,1.86,6.0
MOVIE,2019,75,1,3,7.4,31.0,1.121,6.829174760787145
MOVIE,2020,24,2,1,4.5,25.0,1.97,7.7
SHOW,2019,6,2,1,7.7,35.0,0.9,10.0
MOVIE,2019,140,4,1,5.4,1525.0,2.169,7.5
MOVIE,2019,65,1,1,6.5,134.0,3.299,6.9
SHOW,2020,47,1,1,6.510860655737705,23439.382473841553,1.437,7.0
MOVIE,2022,128,2,2,6.6,46071.0,510.268,6.851
SHOW,2022,51,4,1,3.7,24982.0,1387.392,5.956
MOVIE,2022,187,2,1,8.0,87515.0,53.526,7.8
MOVIE,2021,110,6,1,7.4,58423.0,545.619,8.052
MOVIE,2022,110,5,1,5.8,31497.0,1439.906,6.449
MOVIE,2022,107,3,2,6.510860655737705,23439.382473841553,127.205,6.0
MOVIE,2022,117,3,1,7.4,89770.0,746.928,7.9
MOVIE,2022,106,5,1,5.4,43239.0,996.869,5.8
SHOW,2022,50,3,1,7.7,30295.0,68.925,8.1
SHOW,2022,11,2,1,6.8,22287.0,260.169,7.477
MOVIE,2022,115,5,1,7.1,18852.0,1723.363,7.634
MOVIE,2022,102,2,1,7.3,9786.0,219.908,7.196
SHOW,2022,54,1,1,8.2,627.0,19.552,7.0
SHOW,2022,27,2,1,5.7,4196.0,7.322,7.0
SHOW,2022,49,2,1,7.4,7174.0,10.307,7.4
MOVIE,2022,111,1,1,6.2,5660.0,2274.044,7.4
MOVIE,2022,83,2,1,4.6,4583.0,155.039,5.9
SHOW,2022,43,2,1,6.510860655737705,23439.382473841553,15.171,5.7
SHOW,2022,25,2,1,5.7,2203.0,481.983,6.5
MOVIE,2022,128,3,2,6.6,18893.0,44.29,6.7
SHOW,2021,64,5,1,7.7,106385.0,73.108,7.613
SHOW,2022,68,1,1,6.8,61061.0,74.876,6.8
MOVIE,2022,101,6,1,6.5,114.0,1668.296,6.303
SHOW,2022,38,1,1,4.9,691.0,3.681,6.7
MOVIE,2022,82,2,1,7.8,1281.0,16.145,6.9
SHOW,2022,46,2,2,7.0,23981.0,11.678,7.5
SHOW,2021,41,5,1,9.0,186899.0,106.45,9.081
SHOW,2021,55,3,1,8.0,426967.0,361.925,7.821
SHOW,2022,70,4,1,5.2,5142.0,904.326,7.998
MOVIE,2022,106,4,1,6.7,183489.0,317.154,7.106
SHOW,2022,28,2,1,8.7,45476.0,165.66,9.027
SHOW,2022,70,1,1,6.510860655737705,23439.382473841553,511.033,8.4
SHOW,2022,51,3,1,6.3,22435.0,18.516,6.6
SHOW,2021,54,2,1,8.4,77885.0,0.6,8.0
MOVIE,2021,138,3,1,7.2,515337.0,120.874,7.208
MOVIE,2021,126,3,5,6.8,164844.0,41.183,6.8
SHOW,2022,42,1,1,5.3,181.0,8.976,8.1
SHOW,2022,25,5,1,6.7,854.0,23.009,6.8
SHOW,2022,45,4,1,5.8,502.0,0.6,6.643
SHOW,2021,56,2,1,6.9,4037.0,6.332,6.3
MOVIE,2022,114,3,1,4.8,1528.0,41.268,5.3
SHOW,2022,49,4,1,6.4,23605.0,252.955,8.4
MOVIE,2022,83,3,1,4.9,1842.0,564.004,5.965
SHOW,2022,49,1,1,7.1,815.0,8.782,7.3
SHOW,2022,47,3,1,6.0,318.0,9.01,6.2
SHOW,2021,50,1,1,6.2,511.0,87.031,7.1
MOVIE,2022,98,3,1,4.5,20007.0,438.512,6.13
SHOW,2022,80,7,1,8.6,878.0,108.72,8.0
SHOW,2022,26,1,1,6.1,8726.0,8.239,5.9
SHOW,2022,34,2,1,6.8,11466.0,5.846,6.2
SHOW,2022,51,5,1,7.1,34833.0,236.161,7.98
MOVIE,2021,122,1,3,6.7,58882.0,36.068,6.6
SHOW,2022,24,1,1,6.510860655737705,23439.382473841553,64.356,7.0
SHOW,2021,52,4,1,7.6,80009.0,28.08,8.2
SHOW,2022,24,5,1,5.9,742.0,656.832,7.5
MOVIE,2021,121,1,1,7.5,98370.0,33.246,7.8
SHOW,2022,57,2,1,6.1,1145.0,5.959,6.6
SHOW,2022,26,4,1,6.3,41822.0,14.902,7.0
MOVIE,2021,117,4,1,6.3,264194.0,311.673,6.775
SHOW,2022,64,4,1,7.0,131.0,51.111,7.2
SHOW,2022,20,1,1,4.7,165.0,6.998,6.6
SHOW,2022,54,4,1,7.3,45954.0,61.695,7.4
SHOW,2021,47,3,1,6.9,30197.0,11.449,7.2
SHOW,2022,29,1,1,4.6,563.0,20.51,5.7
SHOW,2022,61,6,1,7.5,45027.0,491.672,8.452
SHOW,2022,52,1,1,7.9,1684.0,2.583,7.9
SHOW,2021,27,5,1,5.8,9500.0,83.312,7.9
MOVIE,2022,40,1,1,6.510860655737705,23439.382473841553,11.947,6.0
MOVIE,2022,83,2,2,6.9,832.0,177.035,6.6
MOVIE,2022,111,3,1,5.1,3980.0,146.021,5.35
MOVIE,2022,98,8,2,7.3,6681.0,8.534,7.2
MOVIE,2021,92,1,3,8.0,8048.0,8.534,7.7
SHOW,2021,45,2,1,7.5,68.0,3.377,6.829174760787145
MOVIE,2021,109,4,1,7.6,103825.0,35.602,8.0
SHOW,2022,25,2,1,6.8,348.0,39.001,7.6
SHOW,2022,57,2,1,8.2,165.0,4.726,8.4
SHOW,2022,46,6,1,7.0,664.0,16.71,6.9
SHOW,2021,45,4,1,7.8,50215.0,63.287,8.0
MOVIE,2021,139,3,1,6.5,59833.0,114.813,6.746
MOVIE,2022,149,2,1,9.1,7576.0,6.429,8.188
SHOW,2021,50,2,1,7.2,59293.0,29.851,7.6
SHOW,2022,43,2,1,6.510860655737705,23439.382473841553,22.238,5.7
MOVIE,2022,97,2,1,6.5,9889.0,42.481,6.5
SHOW,2022,39,2,1,5.3,527.0,9.277,8.1
SHOW,2021,46,5,1,7.5,102888.0,66.66,7.9
MOVIE,2022,92,3,1,5.7,20903.0,43.789,5.327
SHOW,2022,44,2,1,6.9,3115.0,2.873,6.4
SHOW,2021,27,2,1,6.8,2589.0,5.205,8.7
MOVIE,2022,112,2,1,5.5,34419.0,232.337,5.9
SHOW,2022,61,5,1,7.4,7958.0,14.127,6.9
SHOW,2022,27,4,1,5.3,929.0,47.136,6.5
MOVIE,2022,83,3,1,4.8,48828.0,331.065,5.2
MOVIE,2021,91,4,1,6.3,117984.0,33.761,6.4
MOVIE,2021,104,3,2,5.3,8495.0,23.747,5.6
SHOW,2021,24,3,1,7.0,5175.0,50.254,8.333
MOVIE,2022,87,2,1,7.6,1466.0,4.061,6.2
SHOW,2021,28,4,1,7.6,16616.0,42.395,8.2
MOVIE,2022,126,1,1,4.7,22479.0,91.061,4.8
SHOW,2022,48,1,1,7.1,382.0,4.182,7.0
SHOW,2022,43,1,1,2.8,94.0,7.79,6.829174760787145
SHOW,2022,46,2,1,6.8,2867.0,39.696,6.75
SHOW,2021,64,2,1,7.5,743.0,34.287,8.8
MOVIE,2021,130,1,1,7.4,30235.0,34.74,7.6
SHOW,2022,32,1,1,7.4,339.0,7.588,7.7
SHOW,2022,27,1,1,6.510860655737705,23439.382473841553,26.566,8.3
MOVIE,2022,97,2,1,4.2,121.0,16.562,3.792
MOVIE,2021,112,2,3,7.1,105353.0,74.153,7.5
SHOW,2022,52,2,1,5.8,6134.0,3.403,5.3
SHOW,2021,45,6,1,6.6,35427.0,17.479,6.8
SHOW,2022,15,5,1,7.4,6513.0,96.8,8.0
SHOW,2021,52,6,1,6.6,23099.0,193.725,7.6
MOVIE,2022,55,1,1,6.510860655737705,23439.382473841553,6.666,6.829174760787145
MOVIE,2022,102,3,2,6.5,20521.0,60.566,6.9
MOVIE,2022,97,3,1,6.7,24672.0,123.401,6.8
SHOW,2021,30,1,1,7.1,337.0,11.854,8.0
SHOW,2022,48,3,1,6.8,1674.0,19.965,6.7
MOVIE,2022,95,2,1,6.5,3980.0,149.855,6.935
SHOW,2022,49,5,1,6.2,7047.0,13.736,7.5
SHOW,2021,43,4,1,7.1,15028.0,57.609,6.9
MOVIE,2022,146,3,1,7.1,19394.0,9.261,5.2
SHOW,2022,30,2,1,6.7,682.0,4.603,5.5
MOVIE,2022,64,1,1,7.8,3256.0,7.492,7.4
MOVIE,2022,95,3,1,3.9,492.0,87.939,5.9
MOVIE,2021,107,3,1,6.2,77401.0,123.091,6.766
SHOW,2021,47,3,1,5.4,20549.0,165.068,7.1
MOVIE,2022,117,1,1,6.2,715.0,3.747,4.7
MOVIE,2021,87,4,1,8.7,44074.0,11.434,8.2
MOVIE,2021,86,2,1,5.5,344.0,5.264,6.0
SHOW,2021,39,4,1,7.4,17567.0,42.104,7.2
SHOW,2022,29,2,1,6.510860655737705,23439.382473841553,55.768,6.8
MOVIE,2021,114,3,3,6.0,42709.0,106.522,6.398
MOVIE,2022,101,8,1,6.3,4597.0,550.643,7.497
MOVIE,2021,98,2,3,6.7,13803.0,29.687,6.451
MOVIE,2022,129,3,1,6.8,28352.0,29.255,6.9
SHOW,2021,46,3,2,7.2,51476.0,40.623,7.644
SHOW,2021,53,3,1,7.0,6309.0,6.871,7.3
SHOW,2021,71,4,1,6.7,1671.0,27.824,5.7
MOVIE,2021,127,7,2,6.4,73790.0,157.021,6.9
SHOW,2022,41,3,1,8.2,1097.0,2.852,6.7
SHOW,2021,24,4,1,7.8,5462.0,132.754,8.253
SHOW,2021,45,4,1,6.9,19592.0,94.568,8.0
SHOW,2021,55,3,1,7.7,42817.0,49.565,7.7
SHOW,2021,50,2,1,7.4,20748.0,9.959,7.7
MOVIE,2022,90,3,1,5.6,22686.0,157.463,6.0
MOVIE,2022,90,1,1,6.510860655737705,23439.382473841553,212.868,6.5
MOVIE,2022,101,2,2,6.1,9742.0,372.132,6.789
MOVIE,2022,60,2,1,6.8,211.0,5.986,6.0
MOVIE,2021,148,5,1,5.7,169348.0,131.869,6.3
MOVIE,2022,89,1,1,7.4,10313.0,25.636,7.2
MOVIE,2022,93,2,1,7.1,7485.0,49.137,7.119
MOVIE,2022,114,5,1,5.6,19159.0,207.948,6.3
MOVIE,2021,101,2,1,7.7,24213.0,22.226,7.5
SHOW,2022,45,4,1,7.5,2684.0,12.437,7.1
MOVIE,2022,111,3,1,5.4,7483.0,26.497,5.3
MOVIE,2021,128,3,1,7.5,178.0,2.711,7.0
MOVIE,2022,85,4,1,4.7,18307.0,25.632,5.3
MOVIE,2021,106,4,3,6.2,59480.0,64.19,6.7
MOVIE,2021,112,2,1,7.1,73079.0,20.072,6.9
SHOW,2021,30,2,1,7.2,16331.0,6.775,7.0
SHOW,2021,51,1,1,8.2,3238.0,6.232,7.7
MOVIE,2022,73,2,1,4.5,1857.0,5.237,5.1
SHOW,2022,50,2,1,8.4,83.0,8.413,9.071
MOVIE,2021,89,2,1,5.8,20256.0,21.514,6.6
MOVIE,2021,109,3,1,6.7,60682.0,116.422,7.3
MOVIE,2021,109,2,2,6.6,34661.0,88.619,7.6
SHOW,2021,57,3,1,7.6,42371.0,12.904,7.6
MOVIE,2022,88,1,1,5.7,4124.0,5.038,5.9
SHOW,2022,93,2,1,8.0,8319.0,3.852,7.1
SHOW,2021,62,3,1,8.0,9132.0,7.209,7.3
SHOW,2022,49,2,2,5.9,845.0,14.164,6.0
MOVIE,2021,93,3,1,5.7,5114.0,11.156,5.7
MOVIE,2022,106,2,1,6.1,34.0,8.449,6.4
SHOW,2022,27,3,1,7.2,5579.0,21.344,6.5
MOVIE,2021,90,3,1,6.5,4995.0,59.305,7.0
SHOW,2021,50,4,1,7.8,19737.0,86.286,8.3
MOVIE,2021,140,4,2,7.8,4663.0,6.784,7.3
MOVIE,2021,107,3,1,7.3,9462.0,22.432,7.742
MOVIE,2021,72,1,1,8.0,25873.0,7.841,7.2
MOVIE,2021,85,3,2,5.3,15031.0,96.132,6.0
SHOW,2022,41,4,2,5.4,4145.0,198.535,7.3
SHOW,2021,131,6,1,8.1,3780.0,51.341,7.8
MOVIE,2021,118,4,1,6.4,21511.0,22.456,5.9
SHOW,2022,66,1,1,7.7,1844.0,1.844,7.6
MOVIE,2022,114,2,1,7.2,61809.0,41.443,7.061
MOVIE,2022,40,1,1,6.510860655737705,23439.382473841553,4.687,6.8
SHOW,2021,41,3,1,6.4,13960.0,119.334,7.7
MOVIE,2022,90,3,1,5.2,502.0,561.722,6.3
SHOW,2021,45,2,1,8.3,29025.0,43.342,8.8
SHOW,2021,47,1,1,7.5,14681.0,18.504,7.3
MOVIE,2021,100,5,2,6.5,37871.0,44.5,6.635
SHOW,2021,29,3,1,6.8,3913.0,3.126,6.4
MOVIE,2021,87,3,2,4.8,12850.0,358.251,6.273
MOVIE,2021,114,4,1,6.9,20921.0,65.274,6.7
MOVIE,2021,100,3,1,5.7,72490.0,23.639,6.1
SHOW,2021,45,5,1,6.7,37848.0,59.076,7.3
MOVIE,2022,111,2,1,2.5,16587.0,449.292,5.8
SHOW,2022,47,3,1,6.1,2288.0,6.901,7.2
MOVIE,2021,114,3,1,5.3,15646.0,46.058,6.4
MOVIE,2022,91,5,2,6.3,1303.0,511.444,7.446
SHOW,2021,58,3,1,7.8,29670.0,15.042,7.8
MOVIE,2022,90,2,1,5.7,5826.0,11.013,5.8
MOVIE,2022,95,3,1,6.0,17767.0,72.562,6.8
MOVIE,2022,110,2,1,7.0,70.0,27.199,6.8
MOVIE,2021,125,2,3,7.1,59441.0,19.472,6.955
SHOW,2022,48,4,1,6.1,5789.0,13.009,7.2
SHOW,2021,44,4,1,7.0,8602.0,20.178,7.5
SHOW,2022,44,3,1,7.0,7377.0,5.849,6.9
SHOW,2022,42,2,1,7.0,6370.0,6.409,6.564
MOVIE,2021,86,3,1,5.5,1391.0,7.99,6.2
MOVIE,2021,125,3,1,6.9,3985.0,67.192,7.0
MOVIE,2021,88,3,1,5.3,15690.0,71.857,6.121
SHOW,2021,20,1,1,6.8,1323.0,1.35,7.2
MOVIE,2022,128,1,1,7.3,4087.0,19.791,6.2
SHOW,2022,61,3,1,8.1,7806.0,183.465,8.3
MOVIE,2022,106,2,1,6.1,5347.0,158.01,6.6
MOVIE,2021,118,2,3,6.8,13524.0,14.465,6.8
MOVIE,2021,102,3,1,6.3,12309.0,24.671,7.1
MOVIE,2021,109,3,1,5.6,38927.0,35.718,7.009
SHOW,2022,62,1,1,7.2,459.0,56.948,7.667
SHOW,2021,50,4,1,6.8,39519.0,97.114,8.373
MOVIE,2021,95,3,2,6.5,7896.0,155.021,7.8
SHOW,2021,26,7,1,5.3,26422.0,26.04,6.8
MOVIE,2021,99,2,2,4.6,13221.0,341.558,7.2
SHOW,2021,24,4,1,7.0,379.0,15.275,9.0
SHOW,2022,61,4,1,7.7,8564.0,30.75,8.582
MOVIE,2022,80,1,1,3.3,111.0,47.09,6.829174760787145
SHOW,2021,43,2,1,6.8,1748.0,5.935,6.9
MOVIE,2022,89,3,1,6.510860655737705,23439.382473841553,492.606,6.331
MOVIE,2021,98,2,1,4.9,4146.0,121.562,5.4
SHOW,2022,68,3,1,8.4,1400.0,16.528,8.1
SHOW,2022,50,6,1,5.7,1532.0,12.612,6.8
